LSOA_2011_Code,LSOA_2011,LA Name,2012,2013,2014,2015,2016,2017
E01003679,Redbridge 036E,Redbridge,11.3,10.8,10.8,7.6,7.8,6.8
E01003680,Redbridge 036F,Redbridge,11.3,10.2,9.6,9.2,10.4,14.3
E01003681,Redbridge 036G,Redbridge,10.3,7.7,12.4,7.9,9.8,9.6
E01003682,Redbridge 036H,Redbridge,10.7,7.9,9.6,7.1,7.7,11.3
E01003683,Redbridge 030A,Redbridge,15.4,10.7,10.1,9.3,11.1,12.6
E01003684,Redbridge 030B,Redbridge,14.3,9.2,10.4,10.5,9,9.6
E01003685,Redbridge 030C,Redbridge,16.8,7.8,7.8,6.9,7.3,8.7
E01003686,Redbridge 030D,Redbridge,14.7,9.1,8.6,10.1,10.3,11.9
E01003688,Redbridge 030F,Redbridge,17.1,8.6,7.8,10.7,10.3,9.3
E01003689,Redbridge 030G,Redbridge,12,9.9,9.2,10.7,12.3,8.2
E01003690,Redbridge 035A,Redbridge,13.8,9.3,9.1,8.6,10.7,7.8
E01003691,Redbridge 035B,Redbridge,16.2,13.1,11.3,13.6,13.1,9.9
E01003692,Redbridge 035C,Redbridge,13.8,10.1,9.6,6.9,8.7,6.1
E01003693,Redbridge 035D,Redbridge,14.3,11.3,9.8,10.2,11,8.6
E01003694,Redbridge 035E,Redbridge,12.5,11.6,10.7,9.1,9.6,11.9
E01003695,Redbridge 035F,Redbridge,17.9,10.5,9.4,9.6,10.8,8
E01003696,Redbridge 035G,Redbridge,11.8,9.8,9.2,11.1,11.2,6.7
E01003697,Redbridge 035H,Redbridge,11.1,11.9,10.3,13.4,13.4,10.6
E01003698,Redbridge 006A,Redbridge,11.5,12.5,11.4,12.5,13.6,9.5
E01003699,Redbridge 006B,Redbridge,6.4,5.7,6.1,5.8,5.9,8.9
E01003700,Redbridge 006C,Redbridge,11.9,7.4,7.7,7.8,8.7,11.8
E01003701,Redbridge 006D,Redbridge,12.8,4.2,5.2,5.1,5.1,6.3
E01003702,Redbridge 006E,Redbridge,6.5,6.5,8.3,9.6,7,10.2
E01003703,Redbridge 006F,Redbridge,6.7,7.6,10,9.4,7.9,8.5
E01003704,Redbridge 006G,Redbridge,9.6,7.8,9,7.8,6.9,10.3
E01003705,Redbridge 010A,Redbridge,9.3,9.8,9,6.8,8,6.9
E01003706,Redbridge 010B,Redbridge,10.5,11.4,10.1,16.6,12.7,7.5
E01003707,Redbridge 008A,Redbridge,11.7,9.6,10.1,10.8,11.6,8.9
E01003708,Redbridge 008B,Redbridge,7.5,12.4,10.5,11.2,10.3,10.4
E01003709,Redbridge 008C,Redbridge,11.7,12.5,10.8,17.7,15.2,6.4
E01003710,Redbridge 008D,Redbridge,8.7,11,10.7,11.7,12.9,5.2
E01003711,Redbridge 010C,Redbridge,11.4,11.5,9.5,12.0,12.4,4.4
E01003712,Redbridge 010D,Redbridge,10,13,12,12.9,12.3,7.2
E01003713,Redbridge 034A,Redbridge,13.8,12.1,11.6,18.1,14.3,11.1
E01003714,Redbridge 034B,Redbridge,14.1,9,8.5,7.5,7.5,10.1
E01003715,Redbridge 034C,Redbridge,14.8,9,9.2,6.1,7.3,7.1
E01003716,Redbridge 034D,Redbridge,13.7,9.7,10.5,7.4,9,9.6
E01003718,Redbridge 034E,Redbridge,8.2,9.2,10.1,7.8,6.9,7.3
E01003719,Redbridge 034F,Redbridge,16.6,10.4,9,11.6,12.1,12.6
E01003720,Redbridge 002A,Redbridge,8,7.8,7.7,10.3,9.5,11.5
E01003721,Redbridge 003A,Redbridge,9.2,9.9,9.5,8.3,10,12.7
E01003722,Redbridge 002B,Redbridge,7,11.2,10,10.5,12.1,11
E01003723,Redbridge 002C,Redbridge,7.6,11.9,10.5,11.1,13.2,10.4
E01003724,Redbridge 003B,Redbridge,7.4,6.2,5.6,7.6,7.3,9.8
E01003725,Redbridge 003C,Redbridge,6.9,6.3,5.9,7.4,6.3,14
E01003726,Redbridge 002D,Redbridge,8.7,8.4,6.8,8.7,9.3,9.1
E01003727,Redbridge 003D,Redbridge,8,13,11.4,14.1,12.9,7.5
E01003728,Redbridge 032A,Redbridge,12.3,13,10.4,15.8,13.4,12
E01003729,Redbridge 032B,Redbridge,14.5,14.9,12.5,12.7,12,13.5
E01003730,Redbridge 032C,Redbridge,16.6,18.8,18.4,18.6,16.7,8.2
E01003731,Redbridge 033A,Redbridge,13,19.2,16.1,20.2,17.9,11.1
E01003732,Redbridge 032D,Redbridge,7.5,10.3,8.8,13.9,12.9,9.9
E01003733,Redbridge 032E,Redbridge,16.6,18.9,17,14.9,13.9,8.9
E01003734,Redbridge 033B,Redbridge,16,11,9.6,14.1,12,7.9
E01003735,Redbridge 033C,Redbridge,5.6,11.4,10,16.1,12.7,10.6
E01003736,Redbridge 033D,Redbridge,10.9,13.9,12,13.3,12.6,10.2
E01003737,Redbridge 031A,Redbridge,12.1,17.6,14.6,14.1,14,9.5
E01003738,Redbridge 031B,Redbridge,11.7,10.9,8.5,12.6,12.1,10.7
E01003739,Redbridge 031C,Redbridge,11.3,20,16.2,16.3,16.3,7.4
E01003740,Redbridge 031D,Redbridge,12.7,24,20.8,19.9,18.5,9.7
E01003741,Redbridge 031E,Redbridge,9.2,14,12.6,17.3,13.7,13.1
E01003742,Redbridge 031F,Redbridge,14.1,15.5,12,13.7,14.2,8.8
E01003743,Redbridge 031G,Redbridge,14.8,12,11.9,13.4,10.3,7.7
E01003744,Redbridge 001A,Redbridge,6.1,20.2,16.3,20.1,18.1,9.7
E01003745,Redbridge 001B,Redbridge,10.5,14.1,12.8,13.3,13.3,9.9
E01003746,Redbridge 001C,Redbridge,7.1,19,16.3,15.1,14,10.6
E01003747,Redbridge 001D,Redbridge,10.1,13.4,14.7,9.0,9.5,8.3
E01003748,Redbridge 001E,Redbridge,7.5,11.3,12,8.4,8.2,8.9
E01003749,Redbridge 001F,Redbridge,7.7,13.1,14.9,9.3,8.6,9.7
E01003750,Redbridge 001G,Redbridge,5.8,7.2,8.3,7.1,7.9,9.5
E01003751,Redbridge 020A,Redbridge,12.6,13.6,11.3,19.1,14.8,11.5
E01003752,Redbridge 023A,Redbridge,12.2,18.6,18.4,18.0,14.9,12.2
E01003753,Redbridge 020B,Redbridge,10.8,15.1,15.8,22.2,14.7,9.7
E01003754,Redbridge 020C,Redbridge,10.2,15.8,14.5,22.9,15.6,9.7
E01003755,Redbridge 023B,Redbridge,13.5,20.2,15.7,17.2,18.5,12
E01003756,Redbridge 023C,Redbridge,13.9,20,16.4,16.1,17.5,6.1
E01003757,Redbridge 020D,Redbridge,15.7,23,18.8,19.1,18.1,13.4
E01003758,Redbridge 023D,Redbridge,11,18.8,16.9,15.8,14.4,8.6
E01003759,Redbridge 009A,Redbridge,9.6,19.9,17.2,15.2,14.2,9.7
E01003760,Redbridge 009B,Redbridge,9.2,14.6,12.7,13.5,12.6,7.8
E01003761,Redbridge 009C,Redbridge,10.9,12.2,11.9,21.8,13,6.6
E01003762,Redbridge 009D,Redbridge,7.5,19.4,16.4,17.4,17.4,7.8
E01003763,Redbridge 009E,Redbridge,10,10.2,7.8,11.9,13.9,7.5
E01003764,Redbridge 009F,Redbridge,8,13.6,11.6,12.4,12.9,8.4
E01003765,Redbridge 009G,Redbridge,7.7,11.9,9.7,12.4,12.1,9.1
E01003766,Redbridge 024A,Redbridge,15.3,13.2,10.4,13.2,15.1,9.3
E01003767,Redbridge 024B,Redbridge,17.7,10.4,9.9,10.2,10.8,7.7
E01003768,Redbridge 024C,Redbridge,16.7,18.1,16,15.7,16,9.4
E01003769,Redbridge 022A,Redbridge,17.3,17.2,14.1,14.5,15.2,5.6
E01003770,Redbridge 022B,Redbridge,11.7,15.4,12.7,20.4,16.7,7.9
E01003771,Redbridge 022C,Redbridge,14.2,21.1,16.8,19.1,18,10.2
E01003772,Redbridge 024D,Redbridge,13,25.4,22,17.6,18,8.7
E01003773,Redbridge 022D,Redbridge,11.3,6.1,4.5,5.6,6.1,9.7
E01003774,Redbridge 014A,Redbridge,6,21.2,17.3,20.2,20.3,9
E01003775,Redbridge 014B,Redbridge,7.8,14.4,10.4,12.7,13.8,7.9
E01003776,Redbridge 014C,Redbridge,4.4,18.8,15,16.4,15.9,7.6
E01003777,Redbridge 014D,Redbridge,7.7,6.1,3.8,5.8,8.1,7.2
E01003778,Redbridge 014E,Redbridge,7.5,15.7,12.8,13.8,13.4,11.9
E01003779,Redbridge 014F,Redbridge,7.3,17.3,13.6,14.7,16.1,7.5
E01003780,Redbridge 014G,Redbridge,10.1,22.3,19.5,17.6,16.5,7.7
E01003781,Redbridge 026A,Redbridge,13.6,20.9,18.2,17.1,16.8,12.3
E01003782,Redbridge 026B,Redbridge,16.4,16.5,14.5,15.1,16,7.5
E01003783,Redbridge 029A,Redbridge,16.1,10.6,8.1,12.0,10.2,7.8
E01003784,Redbridge 029B,Redbridge,16.5,14.9,12.3,15.2,14,10
E01003785,Redbridge 029C,Redbridge,17.5,6.8,4.3,8.0,8.1,9.1
E01003786,Redbridge 026C,Redbridge,13.2,11.2,9.6,18.7,14.9,10
E01003787,Redbridge 026D,Redbridge,14.2,19.3,17.1,14.2,14.4,10.5
E01003788,Redbridge 029D,Redbridge,16.4,16.8,14.5,14.5,14.5,8.1
E01003789,Redbridge 018A,Redbridge,7.4,15.4,12,13.9,15.2,8.9
E01003790,Redbridge 027A,Redbridge,10.9,16.8,12.9,14.3,14,10.2
E01003791,Redbridge 027B,Redbridge,9.9,14.8,13.4,20.4,16.1,7.2
E01003792,Redbridge 027C,Redbridge,10.7,12.1,11.2,14.5,13.1,14.7
E01003793,Redbridge 027D,Redbridge,7,13.7,10.7,14.4,13.2,9.6
E01003794,Redbridge 018B,Redbridge,7.8,11.6,9.7,14.2,12.6,8.4
E01003795,Redbridge 018C,Redbridge,8.3,12.5,10.8,13.9,12.7,8.6
E01003796,Redbridge 018D,Redbridge,8.4,12.7,10.1,12.9,12,10.7
E01032581,Redbridge 034G,Redbridge,5.1,13.3,10.8,11.5,12.5,10.7
E01033589,Redbridge 030H,Redbridge,15.1,12.1,9.7,10.4,11.6,8.4
E01033590,Redbridge 019H,Redbridge,6.3,12.1,10.7,11.6,12,9.9
E01033591,Redbridge 030I,Redbridge,17.3,9.9,9,10.7,10.5,10.2
E01033592,Redbridge 019I,Redbridge,6.9,13.5,11.1,13.5,13.2,9.7
E01003797,Richmond upon Thames 001A,Richmond upon Thames,12,7.9,9.9,5.4,7.3,9.4
E01003798,Richmond upon Thames 001B,Richmond upon Thames,9.2,5.4,6.5,5.6,4.9,13.3
E01003799,Richmond upon Thames 001C,Richmond upon Thames,9,10.1,14.9,9.3,7.3,10.2
E01003800,Richmond upon Thames 001D,Richmond upon Thames,11.5,11.3,13.8,9.2,10,7.8
E01003801,Richmond upon Thames 001E,Richmond upon Thames,8.4,9.6,12.9,6.3,4.1,7.3
E01003802,Richmond upon Thames 001F,Richmond upon Thames,5.1,4.1,5.1,4.7,4.1,9.4
E01003803,Richmond upon Thames 001G,Richmond upon Thames,9.6,11.5,13,10.7,13.9,12.7
E01003804,Richmond upon Thames 005A,Richmond upon Thames,8.1,8.1,10.9,6.6,7.4,14.3
E01003805,Richmond upon Thames 012A,Richmond upon Thames,9.6,6,8.5,7.9,5.9,6.1
E01003806,Richmond upon Thames 012B,Richmond upon Thames,10.8,9.7,13.1,8.0,6,5.1
E01003807,Richmond upon Thames 005B,Richmond upon Thames,10,9.8,14.7,7.5,6.3,13.5
E01003808,Richmond upon Thames 005C,Richmond upon Thames,8.5,10.8,14.1,9.7,6,11.4
E01003809,Richmond upon Thames 005D,Richmond upon Thames,10.2,6.7,8.1,6.1,5.1,7.4
E01003810,Richmond upon Thames 019A,Richmond upon Thames,8.9,5.9,8.3,7.1,5.3,7
E01003811,Richmond upon Thames 018A,Richmond upon Thames,9.8,8.8,11.5,5.9,6.4,8.8
E01003812,Richmond upon Thames 018B,Richmond upon Thames,9.6,8.6,9.9,7.2,5.9,6.4
E01003813,Richmond upon Thames 019B,Richmond upon Thames,8.8,5.4,6.5,8.3,7,9.1
E01003814,Richmond upon Thames 019C,Richmond upon Thames,6.5,8.1,11.1,9.3,6.1,9.8
E01003815,Richmond upon Thames 019D,Richmond upon Thames,8.2,9.9,13.1,8.7,6.2,7.3
E01003816,Richmond upon Thames 012C,Richmond upon Thames,8.7,9.2,13.3,6.4,4.8,9
E01003817,Richmond upon Thames 012D,Richmond upon Thames,6.7,7.7,9.7,7.3,5.3,9.8
E01003818,Richmond upon Thames 017A,Richmond upon Thames,5.9,6.7,8.8,8.4,5.2,6.6
E01003819,Richmond upon Thames 017B,Richmond upon Thames,8.9,9,10,11.0,9.9,8.7
E01003820,Richmond upon Thames 017C,Richmond upon Thames,7.3,12.4,14.4,10.5,9.6,9.9
E01003821,Richmond upon Thames 008A,Richmond upon Thames,8.3,7.8,7.7,6.3,5.4,12
E01003822,Richmond upon Thames 023A,Richmond upon Thames,10.2,4,4.9,7.9,7,12.3
E01003823,Richmond upon Thames 023B,Richmond upon Thames,7,7.7,8.5,7.1,8.4,10.7
E01003824,Richmond upon Thames 023C,Richmond upon Thames,9.2,8,9.7,7.1,6,10.8
E01003825,Richmond upon Thames 023D,Richmond upon Thames,7.9,8.9,12.2,8.2,6,8.9
E01003826,Richmond upon Thames 023E,Richmond upon Thames,8.6,9.3,10.9,8.3,4.7,10.7
E01003827,Richmond upon Thames 023F,Richmond upon Thames,7.7,7.9,9.6,5.4,6.6,10.6
E01003828,Richmond upon Thames 020A,Richmond upon Thames,6.7,7.1,7.7,5.5,5.6,10.4
E01003829,Richmond upon Thames 020B,Richmond upon Thames,7.2,8.3,12.5,9.8,6.4,14.2
E01003830,Richmond upon Thames 020C,Richmond upon Thames,8.3,10.2,16.5,11.8,6.1,10.9
E01003831,Richmond upon Thames 020D,Richmond upon Thames,5.2,6.2,7.6,6.2,7.3,11.3
E01003832,Richmond upon Thames 020E,Richmond upon Thames,3.3,6.1,6.6,4.2,4.1,15.7
E01003833,Richmond upon Thames 020F,Richmond upon Thames,3.2,10.1,14,8.3,4.9,12
E01003834,Richmond upon Thames 022A,Richmond upon Thames,8,9.4,12.6,9.7,6.4,7.1
E01003835,Richmond upon Thames 022B,Richmond upon Thames,10.3,9.2,11.6,7.8,6.2,9.6
E01003836,Richmond upon Thames 022C,Richmond upon Thames,7.4,6.6,10,8.2,6.4,13.7
E01003837,Richmond upon Thames 022D,Richmond upon Thames,6.8,7,11.4,8.3,6.1,10.5
E01003838,Richmond upon Thames 022E,Richmond upon Thames,9.5,8.7,10.8,8.6,5.5,9.2
E01003839,Richmond upon Thames 022F,Richmond upon Thames,7.7,9.4,15.7,8.7,6.1,11.5
E01003840,Richmond upon Thames 013A,Richmond upon Thames,10.8,11.5,18.5,8.3,6.2,10.1
E01003841,Richmond upon Thames 013B,Richmond upon Thames,8.3,4.9,6.4,5.5,3.9,10.8
E01003842,Richmond upon Thames 013C,Richmond upon Thames,9.7,7.6,8.8,8.3,5.9,8.4
E01003843,Richmond upon Thames 013D,Richmond upon Thames,9.5,6.5,9.4,7.9,5.4,8.5
E01003844,Richmond upon Thames 013E,Richmond upon Thames,9.6,8.5,10.9,8.0,6.9,10.1
E01003845,Richmond upon Thames 013F,Richmond upon Thames,9.6,8.2,9.8,7.9,8.2,8.3
E01003846,Richmond upon Thames 002A,Richmond upon Thames,9.2,9.1,9.2,8.2,9.3,6
E01003847,Richmond upon Thames 002B,Richmond upon Thames,7.3,7.4,7.8,6.6,7.4,12.4
E01003848,Richmond upon Thames 004A,Richmond upon Thames,10.2,10.3,9.6,7.8,9.9,9.3
E01003849,Richmond upon Thames 002C,Richmond upon Thames,11.7,9.5,9.8,10.1,10.7,11.4
E01003851,Richmond upon Thames 002D,Richmond upon Thames,9.9,8.3,8.8,9.7,8.1,10.4
E01003852,Richmond upon Thames 003A,Richmond upon Thames,6.1,6.2,8.1,7.0,6.1,9.1
E01003853,Richmond upon Thames 003B,Richmond upon Thames,9.1,8.5,9.9,8.2,6.1,5.1
E01003854,Richmond upon Thames 003C,Richmond upon Thames,9.5,7.3,7.6,6.5,7.6,11.4
E01003855,Richmond upon Thames 003D,Richmond upon Thames,6,7.9,9.7,5.3,7.2,10.7
E01003856,Richmond upon Thames 003E,Richmond upon Thames,8.6,7.7,9.5,4.9,6.9,9.3
E01003857,Richmond upon Thames 003F,Richmond upon Thames,8.2,8,10.3,5.7,8.7,7.2
E01003858,Richmond upon Thames 003G,Richmond upon Thames,9,6.1,7.8,5.9,6.4,11
E01003859,Richmond upon Thames 005E,Richmond upon Thames,8,11,9.8,10.4,12.4,10
E01003860,Richmond upon Thames 002E,Richmond upon Thames,10.9,8,8,9.8,11.5,8.9
E01003861,Richmond upon Thames 004C,Richmond upon Thames,7.2,12.4,11.6,11.2,13.6,8.7
E01003862,Richmond upon Thames 004D,Richmond upon Thames,9.2,9.5,9.4,10.3,11.2,11.4
E01003863,Richmond upon Thames 004E,Richmond upon Thames,8.4,8.3,7.9,7.5,9.2,10.9
E01003864,Richmond upon Thames 002F,Richmond upon Thames,7,8.4,8,7.1,7.8,8.2
E01003865,Richmond upon Thames 004F,Richmond upon Thames,8.5,8.4,9.4,7.7,5.5,10
E01003866,Richmond upon Thames 007A,Richmond upon Thames,8.8,7.5,9.8,8.7,5.3,9.5
E01003867,Richmond upon Thames 011A,Richmond upon Thames,8.3,8.1,10.7,11.5,7.7,11.2
E01003868,Richmond upon Thames 007B,Richmond upon Thames,10.8,7.1,9.7,9.4,5.7,8
E01003869,Richmond upon Thames 011B,Richmond upon Thames,6.3,6.7,9,8.6,6.8,10.5
E01003870,Richmond upon Thames 011C,Richmond upon Thames,8.7,7.3,8.7,7.4,5.9,10.1
E01003871,Richmond upon Thames 007C,Richmond upon Thames,11.7,11.2,11.5,9.6,12.1,15.4
E01003872,Richmond upon Thames 007D,Richmond upon Thames,7.3,7.8,8.9,5.7,6.8,7.3
E01003873,Richmond upon Thames 006A,Richmond upon Thames,8.4,8.6,8.9,5.8,7.4,13.2
E01003874,Richmond upon Thames 006B,Richmond upon Thames,8.4,9.8,9.7,8.8,10.7,10.4
E01003875,Richmond upon Thames 006C,Richmond upon Thames,7.8,6.5,7.9,6.3,6.4,9.9
E01003876,Richmond upon Thames 008B,Richmond upon Thames,9.1,7.1,8.9,5.4,5.4,8.4
E01003877,Richmond upon Thames 008C,Richmond upon Thames,7.4,7.1,8.1,5.2,6.9,5.8
E01003878,Richmond upon Thames 006D,Richmond upon Thames,5,5.8,7.4,5.2,5.2,9.1
E01003879,Richmond upon Thames 008D,Richmond upon Thames,9.4,5.2,6.9,6.4,6.5,8.9
E01003880,Richmond upon Thames 016A,Richmond upon Thames,8.9,6.5,7.5,5.7,6.4,9.1
E01003881,Richmond upon Thames 016B,Richmond upon Thames,10,9,10.5,8.3,10.9,10
E01003882,Richmond upon Thames 014A,Richmond upon Thames,6.6,8.5,10.3,7.4,8.9,10.2
E01003883,Richmond upon Thames 014B,Richmond upon Thames,9.1,9.6,12.5,7.2,6.1,8.5
E01003884,Richmond upon Thames 016C,Richmond upon Thames,8.4,5.8,6.3,7.1,7.2,7.8
E01003885,Richmond upon Thames 016D,Richmond upon Thames,7.9,7.6,9.5,7.5,7.1,7
E01003886,Richmond upon Thames 021A,Richmond upon Thames,8.6,3.9,4.8,3.8,3.6,7
E01003887,Richmond upon Thames 021B,Richmond upon Thames,9.6,8.1,9.9,6.7,7.8,8.6
E01003888,Richmond upon Thames 021C,Richmond upon Thames,7.1,6.8,8.5,5.8,7.6,8.6
E01003889,Richmond upon Thames 021D,Richmond upon Thames,6.9,5.4,6.6,5.8,6.3,8.9
E01003890,Richmond upon Thames 018C,Richmond upon Thames,10.8,8.5,10.8,9.4,8.3,7.5
E01003891,Richmond upon Thames 018D,Richmond upon Thames,6.1,6.1,6.5,5.1,6.5,4.2
E01003892,Richmond upon Thames 009A,Richmond upon Thames,7.3,8.2,9.5,7.9,9.1,6.3
E01003893,Richmond upon Thames 009B,Richmond upon Thames,8.4,8,8.9,6.8,8.7,8.9
E01003894,Richmond upon Thames 009C,Richmond upon Thames,8,5.3,5.6,4.7,5.1,4.9
E01003895,Richmond upon Thames 009D,Richmond upon Thames,9.9,3.7,2.8,4.0,5,8
E01003896,Richmond upon Thames 014C,Richmond upon Thames,10.1,3.1,2.7,3.7,4.1,8.5
E01003897,Richmond upon Thames 014D,Richmond upon Thames,7.4,7.2,9.7,7.2,6,7.6
E01003898,Richmond upon Thames 015A,Richmond upon Thames,8.8,8.5,11.2,7.5,5.6,13
E01003899,Richmond upon Thames 015B,Richmond upon Thames,6.3,7.3,8.7,7.1,6.1,8.1
E01003900,Richmond upon Thames 015C,Richmond upon Thames,10.3,5,6.1,5.7,5.8,5.3
E01003901,Richmond upon Thames 015D,Richmond upon Thames,8.2,5.5,6,6.4,6.1,9.3
E01003902,Richmond upon Thames 015E,Richmond upon Thames,9.2,8.6,10.9,6.0,8.1,8.7
E01003903,Richmond upon Thames 015F,Richmond upon Thames,9.6,7.4,10.4,6.1,7.5,9.1
E01003904,Richmond upon Thames 015G,Richmond upon Thames,7.3,4.5,5.5,4.5,4.7,10.9
E01003905,Richmond upon Thames 010A,Richmond upon Thames,7.6,7.1,9.3,8.3,8,6.9
E01003906,Richmond upon Thames 010B,Richmond upon Thames,9.7,6.8,7.3,7.4,6.4,10.2
E01003907,Richmond upon Thames 010C,Richmond upon Thames,6.9,7.8,8.5,5.0,8.3,7.9
E01003908,Richmond upon Thames 010D,Richmond upon Thames,9.6,5.5,6.5,3.7,5.2,11.5
E01003909,Richmond upon Thames 010E,Richmond upon Thames,9.7,8,9.7,5.9,7.7,11.1
E01003910,Richmond upon Thames 011D,Richmond upon Thames,8.1,8.3,9.3,6.2,7.2,7.2
E01033570,Richmond upon Thames 004G,Richmond upon Thames,12.5,7.9,8.6,7.9,9.4,10.4
E01033571,Richmond upon Thames 004H,Richmond upon Thames,9.3,6.1,7.6,7.2,7.2,9.2
E01003911,Southwark 020A,Southwark,9.7,3,3.6,6.0,3.9,6.5
E01003912,Southwark 019A,Southwark,8.6,4,4.3,6.2,3.8,7.9
E01003913,Southwark 024A,Southwark,7.4,2.7,3.1,4.5,3.3,3.2
E01003914,Southwark 024B,Southwark,14,3.3,3.7,6.0,3.6,3.7
E01003915,Southwark 024C,Southwark,8,5.5,4.9,5.2,8.4,6.2
E01003916,Southwark 020B,Southwark,9.7,5.4,6.6,9.3,7.4,4.5
E01003917,Southwark 020C,Southwark,7.1,5.8,7.1,9.3,7.6,4.4
E01003918,Southwark 020D,Southwark,7.9,3.9,4.4,6.6,6.7,3.5
E01003919,Southwark 021A,Southwark,12.4,4.3,4.4,4.3,5.9,6.4
E01003920,Southwark 021B,Southwark,7.6,6.6,8.9,8.6,6.7,10.4
E01003921,Southwark 021C,Southwark,11.2,6.8,6.8,11.0,9.2,11.1
E01003922,Southwark 021D,Southwark,9.9,7.3,8.1,10.2,7.9,11.6
E01003923,Southwark 017A,Southwark,10.9,2.8,3.1,4.6,4.6,8.6
E01003924,Southwark 021E,Southwark,9.3,2.1,2.9,3.8,4.2,10.2
E01003925,Southwark 020E,Southwark,11.1,2.3,2.7,4.4,4.2,11.3
E01003926,Southwark 021F,Southwark,6.8,4.8,6.6,9.3,7.1,11
E01003927,Southwark 002A,Southwark,7.5,4.5,6.2,11.4,9.7,11.2
E01003929,Southwark 002B,Southwark,6.9,3.4,4.9,5.5,5.4,8.7
E01003930,Southwark 034A,Southwark,10,6.6,6.3,8.5,8.8,10.9
E01003932,Southwark 034B,Southwark,9.3,5.4,6.6,10.5,7.2,10.3
E01003933,Southwark 034C,Southwark,12.2,4.9,5.9,8.0,6.8,9.6
E01003934,Southwark 002C,Southwark,6.7,7.6,7.9,7.7,9.3,10.5
E01003935,Southwark 002D,Southwark,9.8,5.8,6.3,7.5,7.4,10.4
E01003936,Southwark 009A,Southwark,7.1,6.8,9.6,8.2,6.9,11.3
E01003937,Southwark 009B,Southwark,11.1,7.6,8.2,9.0,10.5,12.7
E01003938,Southwark 006A,Southwark,8.1,5.5,6.7,8.7,6.6,8.5
E01003939,Southwark 002E,Southwark,6.6,6.1,7.1,6.5,9.3,9.8
E01003940,Southwark 006B,Southwark,8.1,6.2,6.9,7.0,6.3,8.6
E01003941,Southwark 006C,Southwark,4.9,8.1,12.4,10.7,8,9.1
E01003942,Southwark 006D,Southwark,7.7,5.5,5.3,6.9,7,8.8
E01003943,Southwark 009C,Southwark,8.5,6.8,7.1,9.6,8.7,9.6
E01003945,Southwark 033A,Southwark,5.4,5.8,7.8,8.0,8.1,8.4
E01003946,Southwark 033B,Southwark,6.1,7.1,7.8,8.2,9.6,8.5
E01003947,Southwark 033C,Southwark,7,10.6,10,11.4,12.8,9.5
E01003948,Southwark 033D,Southwark,5.4,4,4.2,5.8,4.9,9.1
E01003949,Southwark 032A,Southwark,8.4,3.8,3.3,5.0,4.4,10
E01003950,Southwark 032B,Southwark,8.7,3.1,3.3,6.0,3.8,11.5
E01003951,Southwark 033E,Southwark,9.4,4.1,3.6,8.6,4.6,7.2
E01003952,Southwark 030A,Southwark,11,8.1,10.7,11.0,10.1,9.8
E01003953,Southwark 028A,Southwark,9.1,10.6,18.2,17.6,12.5,9.9
E01003954,Southwark 030B,Southwark,9.7,7.9,7.9,14.6,10.1,9.6
E01003955,Southwark 028B,Southwark,7.6,7.6,7.4,8.7,9.7,10.7
E01003956,Southwark 030C,Southwark,8.8,9.1,8.2,11.8,11.5,6.1
E01003957,Southwark 032C,Southwark,10.5,7.2,7.7,8.9,10.2,7.5
E01003958,Southwark 032D,Southwark,9,5.8,6,8.1,8.3,7.2
E01003960,Southwark 012A,Southwark,9.5,4.8,3.8,7.2,7.3,6.3
E01003961,Southwark 012B,Southwark,7.3,8.2,8.5,8.5,11.2,8.8
E01003963,Southwark 016A,Southwark,11.4,7,7.8,7.5,7.6,10.4
E01003964,Southwark 015A,Southwark,12.7,6.6,5.8,7.1,8.5,7.6
E01003966,Southwark 015B,Southwark,10.3,4,3.2,4.3,5.8,9.2
E01003967,Southwark 016B,Southwark,10.5,6.4,6.9,7.3,8.5,8.4
E01003968,Southwark 015C,Southwark,11,7.9,7.7,6.4,8.1,10
E01003969,Southwark 017B,Southwark,10,12.9,13.5,14.5,11.2,8.4
E01003970,Southwark 016C,Southwark,10,9.1,9.2,9.2,11.9,10.3
E01003971,Southwark 015D,Southwark,8.3,6,5.8,7.0,8.9,10
E01003972,Southwark 016D,Southwark,11.1,9.4,11.4,9.8,9.3,11.2
E01003973,Southwark 016E,Southwark,8.4,9.6,10,13.0,12.2,9.4
E01003974,Southwark 015E,Southwark,9.6,7.3,5.5,10.7,10.7,10.5
E01003975,Southwark 004A,Southwark,6.6,7.8,7.7,7.4,9.6,10.4
E01003976,Southwark 003A,Southwark,7.2,7,6.2,7.9,9.3,9.4
E01003977,Southwark 010A,Southwark,6.8,8.6,8.4,8.8,11.1,9
E01003978,Southwark 004B,Southwark,8.1,9.8,8.9,7.8,11.9,9.1
E01003979,Southwark 006E,Southwark,5.3,7.9,8.1,7.9,8.8,13.2
E01003980,Southwark 013A,Southwark,9.5,11.9,15.9,12.1,8.8,7.3
E01003981,Southwark 006F,Southwark,10.1,8,7.8,8.1,8.7,7.9
E01003983,Southwark 018A,Southwark,7.9,3.8,5.1,8.5,6.2,6.9
E01003984,Southwark 023A,Southwark,12.7,4.7,5.1,7.0,6.5,9.1
E01003986,Southwark 011A,Southwark,6,17.2,18.7,11.8,14.8,8.4
E01003987,Southwark 011B,Southwark,3.1,10.3,11.6,11.1,12.4,9.8
E01003988,Southwark 018B,Southwark,8.2,8.8,9.6,7.3,9.3,9.6
