LSOA_2011_Code,LSOA_2011,LA Name,2012,2013,2014,2015,2016,2017
E01001731,Hackney 017A,Hackney,11.6,8.1,8.5,7.4,11,18.1
E01001732,Hackney 019C,Hackney,8.7,9.8,10.3,7.8,12,11.5
E01001733,Hackney 015A,Hackney,16.8,9.8,9.8,9.0,13.3,13.9
E01001734,Hackney 017B,Hackney,12.7,15.7,18.2,12.2,8.3,12
E01001735,Hackney 019D,Hackney,8.3,9,10.3,12.5,9.4,15.6
E01001736,Hackney 012A,Hackney,11.4,11.5,15.3,8.8,8,12.2
E01001737,Hackney 012B,Hackney,11.6,15.4,19.6,13.4,9.6,15.1
E01001738,Hackney 012C,Hackney,9.6,9.1,12.8,9.1,6.6,17.2
E01001739,Hackney 012D,Hackney,11.4,10.3,13.6,13.5,7.8,18.5
E01001740,Hackney 014A,Hackney,7.4,6.5,6.9,8.8,7.7,21
E01001741,Hackney 009A,Hackney,11.1,4.1,3.5,5.3,5.8,14.2
E01001742,Hackney 008A,Hackney,6,12.1,17.1,17.8,11.5,20.6
E01001744,Hackney 021B,Hackney,12.1,8.1,10.9,7.5,9.1,14.4
E01001745,Hackney 016A,Hackney,8.6,10.7,17.3,16.5,9.4,17.5
E01001746,Hackney 016B,Hackney,11.3,6.6,7.6,7.2,8.5,12.7
E01001747,Hackney 014B,Hackney,9.4,8.8,9.6,7.3,9.2,10.7
E01001748,Hackney 020A,Hackney,9.9,9.3,10.9,8.3,6.2,14.6
E01001749,Hackney 020B,Hackney,10,6.9,7.8,6.9,7.3,9.3
E01001750,Hackney 021C,Hackney,9,8,9.3,7.7,5.6,17.5
E01001751,Hackney 021D,Hackney,8.4,13.3,16.4,12.3,7.7,14.6
E01001752,Hackney 025A,Hackney,5.1,11.2,14.7,10.5,6.9,9
E01001753,Hackney 025B,Hackney,9.1,7.7,8.8,9.5,8.5,16
E01001754,Hackney 025C,Hackney,11,12.7,14.9,17.4,11.6,29.6
E01001755,Hackney 025D,Hackney,5.9,8.6,10.6,9.3,9.8,18.7
E01001756,Hackney 021E,Hackney,8.5,8.8,8,8.2,12.4,11
E01001757,Hackney 016C,Hackney,9.6,9.5,10.4,9.9,9.4,16.4
E01001758,Hackney 016D,Hackney,9.4,11.8,13.5,10.3,11.1,16.4
E01001759,Hackney 016E,Hackney,8.5,6.3,5.3,7.9,8,16.5
E01001760,Hackney 017C,Hackney,10.2,6.2,7.1,14.8,11.6,8
E01001761,Hackney 016F,Hackney,9.8,15,14.7,13.9,14.5,11.6
E01001762,Hackney 017D,Hackney,11.3,17.5,21.2,16.2,14.9,11.9
E01001763,Hackney 020C,Hackney,11.2,19.8,22,16.1,14,12.4
E01001764,Hackney 010A,Hackney,7.5,18.7,20.9,13.9,11.2,8.9
E01001765,Hackney 010B,Hackney,8.7,20.9,23.6,18.9,16.4,14.3
E01001767,Hackney 010D,Hackney,12.9,6.2,7.7,7.8,6.8,16.1
E01001768,Hackney 006D,Hackney,12.5,8.5,10.9,10.2,7.4,14.8
E01001769,Hackney 006E,Hackney,10.1,9,13.2,10.1,7.4,20.4
E01001770,Hackney 010E,Hackney,13.1,9.3,12.5,10.2,7.2,16.3
E01001772,Hackney 024A,Hackney,8.5,9.3,9.3,7.9,10.9,15.1
E01001773,Hackney 025E,Hackney,6.2,10,9.3,8.5,14.4,10.7
E01001774,Hackney 024B,Hackney,6.7,9.2,7.4,6.7,10.9,13.1
E01001775,Hackney 024C,Hackney,7.1,7.6,6.9,6.6,11.6,10.9
E01001776,Hackney 025F,Hackney,6,8.8,8.2,7.6,12.2,11.4
E01001777,Hackney 027B,Hackney,8.4,7.6,8.7,8.7,8,19.1
E01001779,Hackney 026A,Hackney,7.2,10.5,11.1,10.4,10.6,13.8
E01001780,Hackney 027D,Hackney,8.2,12.8,15.4,12.7,10.5,13.3
E01001781,Hackney 026B,Hackney,7.3,10.5,13.1,11.9,10.2,13.8
E01001782,Hackney 026C,Hackney,5,13.4,15.7,11.0,6.7,8.1
E01001783,Hackney 026D,Hackney,9.3,15.7,17.9,16.3,14.9,6
E01001784,Hackney 027E,Hackney,7.9,14.3,15.3,13.5,16,12.7
E01001785,Hackney 015B,Hackney,15,12.9,13.4,10.8,12,11.7
E01001786,Hackney 013A,Hackney,10.5,12.9,12.1,11.5,16.6,9.8
E01001787,Hackney 013B,Hackney,8,8.3,9.2,9.9,11.9,7.2
E01001788,Hackney 013C,Hackney,7.5,11.5,10.1,8.8,13.2,12.2
E01001789,Hackney 015C,Hackney,11.9,10.1,8.5,8.3,12,9.8
E01001790,Hackney 013D,Hackney,8.3,7.8,8,8.1,10.1,15.2
E01001791,Hackney 015D,Hackney,9.5,7.4,8.6,10.3,10.2,12.9
E01001792,Hackney 011A,Hackney,13.9,11.4,13.5,11.7,11.1,7.4
E01001793,Hackney 011B,Hackney,14.1,8.5,10.1,12.7,12.4,12.5
E01001794,Hackney 011C,Hackney,16.3,12.8,12.9,11.7,11.1,13.5
E01001795,Hackney 011D,Hackney,13.6,9,9.2,12.2,10.9,5.6
E01001796,Hackney 011E,Hackney,19.2,10.5,12.8,13.1,9.2,11.3
E01001798,Hackney 028A,Hackney,11.3,5.5,5,6.6,8.3,9.6
E01001799,Hackney 003A,Hackney,12.6,9.1,9.4,12.0,14.4,9.6
E01001800,Hackney 004C,Hackney,11.1,9.9,11.2,10.7,12,14
E01001801,Hackney 008B,Hackney,10.6,4.4,4,6.3,7.1,8.3
E01001802,Hackney 003B,Hackney,11.9,9.4,8.8,9.1,12.2,11.5
E01001803,Hackney 008C,Hackney,10.5,9.8,9.2,7.9,11.5,11.5
E01001804,Hackney 003C,Hackney,13,7.6,7,6.8,9.2,9.3
E01001805,Hackney 009B,Hackney,15,7.9,8.9,7.2,10,13.1
E01001806,Hackney 008D,Hackney,8.9,10.3,9,7.7,12.2,6.7
E01001807,Hackney 003D,Hackney,14.2,9.4,9.3,7.0,11.2,9.9
E01001808,Hackney 001A,Hackney,21.3,8,10,10.1,7.3,10.2
E01001809,Hackney 001B,Hackney,15.9,10.6,15.8,13.1,8.4,9.3
E01001811,Hackney 002D,Hackney,9.6,12.2,17.3,10.4,9.6,13.3
E01001812,Hackney 003E,Hackney,14,9,10.6,8.0,8.5,14.6
E01001813,Hackney 002E,Hackney,11.8,9.6,12.9,8.6,7.6,12.5
E01001814,Hackney 001C,Hackney,18.8,8.2,10,9.9,10.3,10.7
E01001815,Hackney 024D,Hackney,8,6.7,7.1,8.2,8.6,9.9
E01001816,Hackney 020D,Hackney,10,13,18.7,10.6,7.5,12.2
E01001819,Hackney 020E,Hackney,10.9,11.5,16.4,14.8,9.6,12
E01001820,Hackney 024E,Hackney,6.5,4.3,3.6,4.3,5.6,12.5
E01001821,Hackney 024F,Hackney,6.1,4.7,4.3,7.9,5.4,6.7
E01001822,Hackney 029C,Hackney,13.3,3.8,5.8,4.7,4,10.7
E01001823,Hackney 001D,Hackney,13.6,13.1,15.7,6.4,5.8,10.7
E01001824,Hackney 004D,Hackney,12.2,8.2,8.8,7.5,8.4,10.7
E01001825,Hackney 001E,Hackney,22,7.3,7.6,6.9,9.8,17.2
E01001826,Hackney 004E,Hackney,13.2,5.9,6.3,6.1,6,11.3
E01001827,Hackney 029D,Hackney,10.7,12.9,17.5,12.4,13.3,15.2
E01001828,Hackney 028B,Hackney,9,11.1,12,9.4,14.8,15.5
E01001829,Hackney 009C,Hackney,11.7,5.6,5.8,6.4,4,12.2
E01001830,Hackney 014C,Hackney,9.7,8.1,8.7,12.1,9.5,6.3
E01001831,Hackney 009D,Hackney,8.8,8.9,9.1,10.3,13.2,16
E01001832,Hackney 009E,Hackney,13.3,6.8,6,8.0,7.6,15.6
E01001833,Hackney 014D,Hackney,11.4,6.8,8.3,12.9,8.1,9.1
E01001834,Hackney 014E,Hackney,12.2,10,11.4,11.6,11.2,9.6
E01001835,Hackney 014F,Hackney,10,7.3,6.7,7.9,9.9,10.2
E01001836,Hackney 022A,Hackney,7.7,6.6,6.7,9.5,9.1,10
E01001837,Hackney 023B,Hackney,5.7,7.8,7.2,6.6,9.5,8
E01001838,Hackney 019E,Hackney,9.5,7.7,6.9,7.0,7.5,13.2
E01001839,Hackney 023C,Hackney,16,6.9,8,8.2,12.1,15.7
E01001840,Hackney 022B,Hackney,8.2,7.3,6.8,6.6,9.9,13.7
E01001841,Hackney 022C,Hackney,7.6,5.6,6.3,10.3,9.2,16.8
E01001842,Hackney 023D,Hackney,10.6,9.4,7.9,8.3,12.1,11
E01001843,Hackney 023E,Hackney,5.6,8,8.1,10.4,10.9,9
E01001844,Hackney 022D,Hackney,15.2,6.9,7,7.1,8.9,14
E01001845,Hackney 022E,Hackney,9.8,5.4,5.3,5.8,7.2,14
E01001846,Hackney 018A,Hackney,5.1,6.8,6.1,7.0,8.7,12.9
E01001847,Hackney 018B,Hackney,9.6,5.4,6,8.2,8.4,12.7
E01001848,Hackney 018C,Hackney,11.7,9,9.1,8.0,11.3,14.4
E01001849,Hackney 018D,Hackney,6.5,4.6,5.6,5.6,6.7,13.1
E01001850,Hackney 019F,Hackney,9.1,11.5,9.2,8.8,12.7,16.2
E01033698,Hackney 021F,Hackney,4.3,7,7.8,9.1,8.5,13.7
E01033699,Hackney 021G,Hackney,6.1,7.9,8.3,8.4,9.3,9.8
E01033700,Hackney 021H,Hackney,5.1,8.7,8.6,9.4,11.7,13.2
E01033701,Hackney 002F,Hackney,10.2,6.9,8,11.8,9.6,13.7
E01033702,Hackney 028C,Hackney,9.2,7.5,8.4,12.1,10,10.9
E01033703,Hackney 010F,Hackney,8,6.1,7.9,10.6,8.7,10.8
E01033704,Hackney 023F,Hackney,5.4,8.3,12.1,11.0,7.3,11.8
E01033705,Hackney 028D,Hackney,10.7,11.2,10,10.6,13.1,12.3
E01033706,Hackney 027F,Hackney,12.7,8.3,7.6,6.4,9.9,10.4
E01033707,Hackney 021I,Hackney,12.2,4.7,5,5.5,7.1,10.9
E01033708,Hackney 027G,Hackney,12.6,6.3,5.5,9.9,12.3,9.3
E01033709,Hackney 027H,Hackney,7.1,4.6,5.1,13.5,11.1,13.5
E01033710,Hackney 028E,Hackney,8.2,9.5,10,8.7,9.7,8.8
E01033711,Hackney 027I,Hackney,11.2,11.9,11.4,9.1,13.8,11
E01033712,Hackney 023G,Hackney,9.9,13.5,12.7,9.2,13,12.1
E01033713,Hackney 010G,Hackney,15.3,10.4,11.1,6.6,11.3,8
E01001851,Hammersmith and Fulham 010A,Hammersmith and Fulham,8.8,9.7,11.2,12.1,9.9,10.1
E01001852,Hammersmith and Fulham 007A,Hammersmith and Fulham,10.9,17,16.6,15.1,19.5,8.9
E01001853,Hammersmith and Fulham 007B,Hammersmith and Fulham,7.8,11.8,15.1,12.2,12.1,9.6
E01001854,Hammersmith and Fulham 007C,Hammersmith and Fulham,10.1,9.6,9.1,17.0,17.7,10.8
E01001855,Hammersmith and Fulham 010B,Hammersmith and Fulham,11.3,17.2,16.6,13.3,19.1,13.1
E01001856,Hammersmith and Fulham 010C,Hammersmith and Fulham,9.1,13.6,12.1,10.2,14.6,12.7
E01001857,Hammersmith and Fulham 007D,Hammersmith and Fulham,8,8.1,6.7,7.0,9.8,13.9
E01001858,Hammersmith and Fulham 006A,Hammersmith and Fulham,10.4,10.4,9.5,8.0,12,15.3
E01001859,Hammersmith and Fulham 008A,Hammersmith and Fulham,9.4,9.8,9.8,7.5,12.2,15.4
E01001860,Hammersmith and Fulham 006B,Hammersmith and Fulham,11.1,10.3,11.7,8.2,7.8,10.1
E01001861,Hammersmith and Fulham 006C,Hammersmith and Fulham,12.2,10.9,12.4,8.8,10.1,15.4
E01001862,Hammersmith and Fulham 005A,Hammersmith and Fulham,10.3,15.5,14.2,13.5,18.1,12.2
E01001863,Hammersmith and Fulham 006D,Hammersmith and Fulham,9.7,11.8,16.4,14.5,9.2,12.1
E01001864,Hammersmith and Fulham 006E,Hammersmith and Fulham,9,14.2,20.1,14.8,10.1,12.3
E01001865,Hammersmith and Fulham 008B,Hammersmith and Fulham,11,6.9,6.4,6.7,7.7,13.3
E01001866,Hammersmith and Fulham 012A,Hammersmith and Fulham,10.9,14.6,18.3,10.3,7.7,11.7
E01001867,Hammersmith and Fulham 012B,Hammersmith and Fulham,11.4,8.3,11.3,9.3,7.2,10
E01001868,Hammersmith and Fulham 012C,Hammersmith and Fulham,9.6,9.5,12.7,10.8,7.2,7.5
E01001869,Hammersmith and Fulham 010D,Hammersmith and Fulham,8.9,9.2,11.3,10.5,8.3,13.5
E01001870,Hammersmith and Fulham 012D,Hammersmith and Fulham,11.8,9.7,11.8,12.2,7.6,15.2
E01001871,Hammersmith and Fulham 012E,Hammersmith and Fulham,6.8,12.4,17.2,12.5,7,11
E01001872,Hammersmith and Fulham 012F,Hammersmith and Fulham,8.7,12.9,14.7,13.2,10.1,7.2
E01001873,Hammersmith and Fulham 010E,Hammersmith and Fulham,10.8,10.1,10.4,9.8,8.7,9.9
E01001874,Hammersmith and Fulham 001A,Hammersmith and Fulham,8.5,9.6,13.2,10.2,8,10.7
E01001875,Hammersmith and Fulham 001B,Hammersmith and Fulham,13.7,10.4,13,10.6,7.1,12.8
E01001876,Hammersmith and Fulham 001C,Hammersmith and Fulham,12.5,14.7,16.7,13.4,8.9,15.6
E01001877,Hammersmith and Fulham 001D,Hammersmith and Fulham,11.2,11.5,17.9,13.2,7.6,9.5
E01001878,Hammersmith and Fulham 001E,Hammersmith and Fulham,12.9,11.3,18,12.1,7.6,13.2
E01001879,Hammersmith and Fulham 019A,Hammersmith and Fulham,8.6,8.4,11.9,10.9,5.9,10.2
E01001880,Hammersmith and Fulham 017A,Hammersmith and Fulham,4,7,7.7,8.0,7,9.8
E01001881,Hammersmith and Fulham 017B,Hammersmith and Fulham,9.5,5.2,5.9,8.3,6,10.8
E01001882,Hammersmith and Fulham 017C,Hammersmith and Fulham,10.1,11.6,14.9,9.9,5.7,16.1
E01001883,Hammersmith and Fulham 017D,Hammersmith and Fulham,10.2,10.9,13.4,6.9,7.3,16.1
E01001884,Hammersmith and Fulham 017E,Hammersmith and Fulham,10.7,10.1,17.6,9.8,8.2,11.2
E01001885,Hammersmith and Fulham 015A,Hammersmith and Fulham,7.7,13,18.7,11.2,7.7,10.1
E01001886,Hammersmith and Fulham 016A,Hammersmith and Fulham,7.4,11.5,15.9,12.7,7.8,12
E01001887,Hammersmith and Fulham 016B,Hammersmith and Fulham,6.7,10.1,14.2,7.0,5.2,9.4
E01001888,Hammersmith and Fulham 018A,Hammersmith and Fulham,10.9,13.6,19,10.2,6.4,14.4
E01001889,Hammersmith and Fulham 014A,Hammersmith and Fulham,10.5,8.7,12.7,7.8,5.1,13
E01001890,Hammersmith and Fulham 016C,Hammersmith and Fulham,12.1,12,18.9,12.5,7,10.7
E01001891,Hammersmith and Fulham 018B,Hammersmith and Fulham,9.9,7.3,7,8.1,7.1,12.5
E01001892,Hammersmith and Fulham 016D,Hammersmith and Fulham,8.3,10.7,16.5,8.9,7.2,16.5
E01001893,Hammersmith and Fulham 013A,Hammersmith and Fulham,6.1,11.4,15.5,10.9,8.3,12.8
E01001894,Hammersmith and Fulham 013B,Hammersmith and Fulham,13,10.1,11.4,7.3,6.6,13.1
E01001895,Hammersmith and Fulham 009A,Hammersmith and Fulham,10.8,12.5,14.7,12.5,9.1,11.2
E01001896,Hammersmith and Fulham 009B,Hammersmith and Fulham,12,9.2,9.9,10.2,7.5,12.1
E01001897,Hammersmith and Fulham 009C,Hammersmith and Fulham,9.8,10.2,11.5,6.0,6.3,10.3
E01001898,Hammersmith and Fulham 013C,Hammersmith and Fulham,11.2,10.2,10.6,8.9,7.6,9.3
E01001899,Hammersmith and Fulham 013D,Hammersmith and Fulham,10.3,7.4,7.8,10.2,7.3,12
E01001900,Hammersmith and Fulham 013E,Hammersmith and Fulham,13,10.2,9.7,8.8,9.5,13.9
E01001901,Hammersmith and Fulham 019B,Hammersmith and Fulham,10.1,10.2,14,15.3,8.1,14.5
E01001902,Hammersmith and Fulham 019C,Hammersmith and Fulham,9.4,6.9,6.9,6.9,5.8,13.9
E01001903,Hammersmith and Fulham 019D,Hammersmith and Fulham,8,10,14.9,12.9,9.2,10.1
E01001904,Hammersmith and Fulham 022A,Hammersmith and Fulham,8.4,7,6.5,7.6,8.8,14.8
E01001905,Hammersmith and Fulham 022B,Hammersmith and Fulham,9.2,13.8,17.7,12.1,11.2,11.6
E01001906,Hammersmith and Fulham 022C,Hammersmith and Fulham,7.5,12,17.3,14.7,9.1,11.6
E01001907,Hammersmith and Fulham 022D,Hammersmith and Fulham,7.5,11.2,13.8,10.3,10.4,16
E01001908,Hammersmith and Fulham 015B,Hammersmith and Fulham,11.4,17.6,21.1,14.9,12.1,16.8
E01001909,Hammersmith and Fulham 015C,Hammersmith and Fulham,7.6,14.2,19.5,15.1,10.1,19.4
E01001910,Hammersmith and Fulham 014B,Hammersmith and Fulham,9.5,9.3,11.9,13.3,8,15.3
E01001911,Hammersmith and Fulham 015D,Hammersmith and Fulham,8.7,8.5,14.2,13.8,9.8,16
E01001912,Hammersmith and Fulham 015E,Hammersmith and Fulham,9.1,10.3,17.3,15.6,7.1,15.1
E01001913,Hammersmith and Fulham 014C,Hammersmith and Fulham,8.5,8.5,8.1,7.5,11.3,23.1
E01001914,Hammersmith and Fulham 014D,Hammersmith and Fulham,10.5,10.8,15,15.7,8.6,21.4
E01001915,Hammersmith and Fulham 024A,Hammersmith and Fulham,9.9,10.2,13.3,10.8,8.3,17.6
E01001916,Hammersmith and Fulham 024B,Hammersmith and Fulham,5.5,9.4,10.5,8.3,9.3,17.1
E01001917,Hammersmith and Fulham 018C,Hammersmith and Fulham,7.7,10.6,11.3,11.3,12.9,6.3
E01001918,Hammersmith and Fulham 018D,Hammersmith and Fulham,8.1,8.8,10.5,8.5,7.9,11.2
E01001919,Hammersmith and Fulham 018E,Hammersmith and Fulham,6.9,7.1,8.9,8.2,6,11.9
E01001920,Hammersmith and Fulham 020A,Hammersmith and Fulham,6.3,10.4,14.8,13.5,11,10
E01001921,Hammersmith and Fulham 020B,Hammersmith and Fulham,9.2,9.9,10.7,9.9,10.4,14.1
E01001922,Hammersmith and Fulham 020C,Hammersmith and Fulham,9.8,5.1,6.2,5.7,5.3,11
E01001923,Hammersmith and Fulham 020D,Hammersmith and Fulham,7.2,13.4,19.8,14.3,11.1,13.1
E01001924,Hammersmith and Fulham 020E,Hammersmith and Fulham,8.4,14.9,22.8,14.7,8.7,17.7
E01001925,Hammersmith and Fulham 025A,Hammersmith and Fulham,7.6,8.5,10.8,9.6,6.6,10.7
E01001926,Hammersmith and Fulham 024C,Hammersmith and Fulham,8.9,9.3,10.9,9.9,7.9,12.7
E01001927,Hammersmith and Fulham 008C,Hammersmith and Fulham,12,14.6,19.3,11.6,6.8,10.3
E01001928,Hammersmith and Fulham 011A,Hammersmith and Fulham,9.2,15.2,20.3,19.1,9.9,11.3
E01001929,Hammersmith and Fulham 009D,Hammersmith and Fulham,9.2,8.2,11.7,8.0,5.4,11.4
E01001930,Hammersmith and Fulham 008D,Hammersmith and Fulham,12.5,7.1,10,6.6,5.2,15.3
E01001931,Hammersmith and Fulham 011B,Hammersmith and Fulham,12.7,7.7,9.7,5.7,4.8,17.9
E01001932,Hammersmith and Fulham 011C,Hammersmith and Fulham,8.9,11,14.5,10.1,8.4,18.4
E01001933,Hammersmith and Fulham 011D,Hammersmith and Fulham,9,11.4,19.1,10.3,7.3,14.5
E01001934,Hammersmith and Fulham 025B,Hammersmith and Fulham,6.1,8.4,11.2,11.2,6.5,18.9
E01001935,Hammersmith and Fulham 023A,Hammersmith and Fulham,9.4,12.8,16.3,11.3,9.3,15.4
E01001937,Hammersmith and Fulham 025C,Hammersmith and Fulham,10.5,8.6,12.6,9.3,7.8,16.9
E01001938,Hammersmith and Fulham 025D,Hammersmith and Fulham,9.2,9.8,14.9,10.3,7.8,17.9
E01001939,Hammersmith and Fulham 023C,Hammersmith and Fulham,7.5,11,15.1,7.8,6.4,10.2
E01001940,Hammersmith and Fulham 005B,Hammersmith and Fulham,9.7,11.6,15.3,11.0,8.6,9.1
E01001941,Hammersmith and Fulham 005C,Hammersmith and Fulham,9.3,12.2,19.5,10.1,8.2,11.3
E01001942,Hammersmith and Fulham 005D,Hammersmith and Fulham,11.2,8.5,8.2,7.1,10.8,13.3
E01001943,Hammersmith and Fulham 004A,Hammersmith and Fulham,14.9,11.3,16.9,9.9,6.7,15
E01001944,Hammersmith and Fulham 004B,Hammersmith and Fulham,7.8,12.5,20.2,11.2,9,9.3
E01001945,Hammersmith and Fulham 004C,Hammersmith and Fulham,9.5,11.6,17.8,11.2,9.3,10.9
E01001946,Hammersmith and Fulham 004D,Hammersmith and Fulham,8.9,7.9,10.6,11.3,7.2,10.5
E01001947,Hammersmith and Fulham 021A,Hammersmith and Fulham,6.6,8.4,10.8,12.4,9.5,12.9
E01001948,Hammersmith and Fulham 021B,Hammersmith and Fulham,11.2,12,19.8,13.7,7.9,10.5
E01001949,Hammersmith and Fulham 021C,Hammersmith and Fulham,9.4,9.2,14.2,11.3,7.4,9.7
E01001950,Hammersmith and Fulham 021D,Hammersmith and Fulham,9.4,10.3,15.2,10.9,6.4,9.8
E01001951,Hammersmith and Fulham 021E,Hammersmith and Fulham,7.7,10.4,15.7,9.1,6.4,10.8
E01001952,Hammersmith and Fulham 024D,Hammersmith and Fulham,8.3,10.2,17.9,11.5,8,10.8
E01001953,Hammersmith and Fulham 021F,Hammersmith and Fulham,8.1,5.6,7.5,6.1,5.6,11.4
E01001954,Hammersmith and Fulham 003A,Hammersmith and Fulham,8.4,8.1,12,10.7,8.5,11.4
E01001955,Hammersmith and Fulham 002A,Hammersmith and Fulham,12.4,4.2,7.3,9.7,8.9,14.3
E01001956,Hammersmith and Fulham 003B,Hammersmith and Fulham,10.3,4.5,8.9,7.7,10.4,9.5
E01001957,Hammersmith and Fulham 002B,Hammersmith and Fulham,10.4,9.7,11.6,9.2,8.3,11.6
E01001958,Hammersmith and Fulham 002C,Hammersmith and Fulham,12.3,5.5,7.4,5.4,4.4,14.1
E01001959,Hammersmith and Fulham 003C,Hammersmith and Fulham,14,8.8,13.5,7.2,5.8,17.6
E01001960,Hammersmith and Fulham 003D,Hammersmith and Fulham,9.6,10.2,16,13.0,7.2,20.8
E01001961,Hammersmith and Fulham 002D,Hammersmith and Fulham,9.1,12.1,16,8.3,7.5,18
E01032788,Hammersmith and Fulham 023D,Hammersmith and Fulham,10.6,6,7.1,5.9,7,10.3
E01032789,Hammersmith and Fulham 023E,Hammersmith and Fulham,12.2,14.7,20.4,11.1,8.3,16.9
E01032790,Hammersmith and Fulham 023F,Hammersmith and Fulham,11.4,10,12.3,9.7,8.2,21.4
E01001962,Haringey 004A,Haringey,11.5,11,12.1,16.9,15.1,19.4
E01001963,Haringey 009A,Haringey,11.5,12,14,12.3,15.5,18.8
E01001964,Haringey 009B,Haringey,12.1,15,19.1,18.9,15.4,13
E01001965,Haringey 009C,Haringey,10.4,13.4,17,20.6,15.6,18.1
E01001966,Haringey 009D,Haringey,12.9,15.4,12.7,11.2,16.5,12.8
E01001967,Haringey 014A,Haringey,10.8,11.5,8.4,7.9,12.1,18.4
E01001968,Haringey 014B,Haringey,11.2,8.8,7,6.3,10,11.1
E01001969,Haringey 001A,Haringey,11.2,16.7,14.6,12.9,17.7,18.5
E01001970,Haringey 004B,Haringey,9.9,9.8,10.1,7.7,7.9,19.7
E01001971,Haringey 001B,Haringey,11.2,8,7.4,9.3,10.8,17.2
E01001972,Haringey 004C,Haringey,8.6,10.5,11.3,9.2,9.3,19.9
E01001973,Haringey 004D,Haringey,11.2,8.8,10.1,10.4,9.9,18.4
E01001974,Haringey 001C,Haringey,12.8,15.9,15.5,10.9,16.2,13.2
E01001975,Haringey 001D,Haringey,12.5,14.9,13.9,11.3,16.6,13.9
E01001976,Haringey 011A,Haringey,13.4,18.2,16.1,12.1,18.8,24.5
E01001977,Haringey 011B,Haringey,13.2,16.2,14.8,13.9,16.6,18.5
E01001978,Haringey 011C,Haringey,11.7,18.7,18.1,10.7,17.6,14.3
E01001979,Haringey 011D,Haringey,13,9,8.4,7.7,10.7,20.9
E01001980,Haringey 018A,Haringey,14,18.3,16.7,13.6,18.6,15.7
E01001981,Haringey 018B,Haringey,14.6,15.1,13.4,12.2,15.8,17.5
E01001982,Haringey 018C,Haringey,13.5,15.7,20.2,16.4,11.8,15.6
E01001983,Haringey 018D,Haringey,12.7,13.2,15.7,18.0,18.1,11.9
E01001984,Haringey 033A,Haringey,5.9,12.7,14.3,19.0,18.2,19.6
E01001985,Haringey 033B,Haringey,9.7,12.9,14,19.7,17.2,11.5
E01001986,Haringey 034A,Haringey,11.6,9.2,9.3,9.9,13.2,15.9
E01001987,Haringey 033C,Haringey,8.4,11.9,11.4,14.8,16.8,14.3
E01001988,Haringey 034B,Haringey,9.2,13,13.4,17.4,19.3,9.7
E01001989,Haringey 033D,Haringey,7.3,16.2,15.3,15.3,19.1,9.6
E01001990,Haringey 034C,Haringey,13.2,11.5,13.5,8.4,6,11.5
E01001991,Haringey 017A,Haringey,11.1,9.7,13.7,9.6,5.5,10.5
E01001992,Haringey 017B,Haringey,9.6,7.8,10,7.5,5.2,9.9
E01001993,Haringey 017C,Haringey,11.6,8.1,9.7,5.7,6.8,10.9
E01001994,Haringey 030A,Haringey,8.6,17.8,19.3,19.9,22.7,12.1
E01001995,Haringey 017D,Haringey,11.5,15.5,16.8,18.4,20.3,9.6
E01001996,Haringey 014C,Haringey,9.1,18.6,18.7,16.6,19.4,13.2
E01001997,Haringey 014D,Haringey,9.1,17.1,16.4,15.5,20,17.1
E01001998,Haringey 023A,Haringey,11,15.9,15.5,18.3,21.4,13.5
E01001999,Haringey 023B,Haringey,14.6,13.2,15.3,13.8,16.2,17.5
E01002000,Haringey 031A,Haringey,11.2,12,11.8,13.3,15.8,13.8
E01002001,Haringey 031B,Haringey,14.2,12,11.8,12.0,14.2,17.3
E01002002,Haringey 031C,Haringey,13.9,12.1,10.4,11.5,14.4,14.8
E01002003,Haringey 023C,Haringey,14.7,14.7,15.8,13.6,18.3,14.2
E01002004,Haringey 023D,Haringey,12.1,14.2,13.8,12.0,15.5,14.6
E01002005,Haringey 035A,Haringey,9.7,14,13.5,11.2,17.1,20
E01002006,Haringey 035B,Haringey,9.5,9.5,7.7,6.4,11.1,18.3
E01002007,Haringey 035C,Haringey,8.3,12.9,11.7,13.3,15.7,9.6
E01002008,Haringey 030B,Haringey,9.1,15.3,17.5,18.7,19.7,18
E01002009,Haringey 035D,Haringey,10.7,7.3,9.4,6.0,8.8,17
E01002010,Haringey 030C,Haringey,8.1,9.6,12.9,7.3,6.5,18.6
E01002011,Haringey 030D,Haringey,8.3,10.2,13.9,10.1,8,10.1
E01002013,Haringey 022A,Haringey,9.4,8.1,8.7,8.6,7.8,15.7
E01002014,Haringey 020B,Haringey,10.8,11.3,14.7,13.3,8.8,12.5
E01002015,Haringey 020C,Haringey,9.1,12.5,12.4,12.4,16.5,16
E01002016,Haringey 028A,Haringey,9.8,15.2,13.1,14.5,17.9,15.5
E01002017,Haringey 028B,Haringey,9,7.5,5.5,7.9,10.5,20.9
E01002018,Haringey 020D,Haringey,9.6,13.7,14.8,14.5,16.7,18
E01002019,Haringey 022B,Haringey,10,14,14.4,11.2,15.7,9.3
E01002020,Haringey 021A,Haringey,10.9,8.1,7.5,9.9,10.9,18.1
E01002021,Haringey 022C,Haringey,10.3,11.5,13,16.6,15.7,21.2
E01002022,Haringey 021B,Haringey,11.7,21.7,23.7,21.1,19.8,10.5
E01002023,Haringey 021C,Haringey,8.1,12.1,16.8,15.2,10.3,17.7
